"340","2270","8",".3","","","Bischoff, Kat., [vol. 3]."
"346","2271","8",".3","","","Bischoff, Kat., [vol. 3]."
"360","2272","8",".3","","","Bischoff, Kat., [vol. 3]."
"368","2273","8",".3","","","Bischoff, Kat., [vol. 3]."
"371","2274","8",".3","","","Bischoff, Kat., [vol. 3]."
"372","2275","8",".3","","","Bischoff, Kat., [vol. 3]."
"374","2276","8",".3","","","Bischoff, Kat., [vol. 3]."
"375","2277","8",".3","","","Bischoff, Kat., [vol. 3]."
"376","2278","8",".3","","","Bischoff, Kat., [vol. 3]."
"387","2279","8",".3","","","Bischoff, Kat., [vol. 3]."
"388","2280","8",".3","","","Bischoff, Kat., [vol. 3]."
"389","2281","8",".3","","","Bischoff, Kat., [vol. 3]."
"404","2282","8",".3","","","Bischoff, Kat., [vol. 3]."
"406","2283","8",".3","","","Bischoff, Kat., [vol. 3]."
"428","2284","8",".3","","","Bischoff, Kat., [vol. 3]."
"430","2285","8",".3","","","Bischoff, Kat., [vol. 3]."
"431","2286","8",".3","","","Bischoff, Kat., [vol. 3]."
"432","2287","8",".3","","","Bischoff, Kat., [vol. 3]."
"435","2288","8",".3","","","Bischoff, Kat., [vol. 3]."
"439","2289","8",".3","","","Bischoff, Kat., [vol. 3]."
"441","2290","8",".3","","","Bischoff, Kat., [vol. 3]."
"443","2291","8",".3","","","Bischoff, Kat., [vol. 3]."
"444","2292","8",".3","","","Bischoff, Kat., [vol. 3]."
"447","2293","8",".3","","","Bischoff, Kat., [vol. 3]."
"448","2294","8",".3","","","Bischoff, Kat., [vol. 3]."
"449","2295","8",".3","","","Bischoff, Kat., [vol. 3]."
"450","2296","8",".3","","","Bischoff, Kat., [vol. 3]."
"451","2297","8",".3","","","Bischoff, Kat., [vol. 3]."
"455","2298","8",".3","","","Bischoff, Kat., [vol. 3]."
"518","2299","2","39","","","Ker 1947, 39."
"461","2300","27","","1542","","Lowe, CLA, no. 1542."
"464","2301","3","535","","","Franklin 2004, 535."
"465","2302","3","535","","","Franklin 2004, 535."
"466","2303","3","534","","","Franklin 2004, 534."
"467","2304","3","53738","","","Franklin 2004, 537-38."
"468","2306","3","542","","","Franklin 2004, 542."
"470","2307","3","524","","","Franklin 2004, 524."
"469","2308","3","524","","","Franklin 2004, 524."
"471","2309","3","525","","","Franklin 2004, 525."
"491","2311","29","303","","","Gorman 1996, 303."
"492","2311","30","58","","","Kendall 2008, 58."
"494","2312","29","303","","","Gorman 1996, 303."
"493","2312","30","58","","","Kendall 2008, 58."
"495","2313","29","303","","","Gorman 1996, 303."
"496","2313","30","58","","","Kendall 2008, 58."
"499","2315","30","58","","","Kendall 2008, 58."
"500","2316","30","59","","","Kendall 2008, 59."
"505","2317","29","3056","","","Gorman 1996, 305-6."
"504","2317","30","58","","","Kendall 2008, 58."
"507","2318","21","21","","","Vennebusch 1989, 21."
"506","2318","32","480","","","Westgard 2010b, 480."
"509","2338","1","127","831.2","","Gneuss, Handlist, no. 831.2."
"510","2340","8","","1877","","Bischoff, Kat., no. 1877."
"513","2347","33","24","","","Meehan 2009, 24."
"519","2373","2","39","","","Ker 1947, 39."
"520","2379","2","39","","","Ker 1947, 39."
"522","2380","2","39","","","Ker 1947, 39."
"521","2380","11","","","","Gryson."
"523","2381","2","39","","","Ker 1947, 39."
"524","2381","11","","","","Gryson."
"534","2385","2","39","","","Ker 1947, 39."
"535","2387","2","39","","","Ker 1947, 39."
"537","2388","38","","","","Gorman 1982."
"546","2398","46","0","","","Mackay 1972, xci."
"548","2399","46","0","","","Mackay 1972, xci."
"549","2400","46","0","","","Mackay 1972, xcii."
"550","2401","46","0","","","Mackay 1972, xcii."
"551","2402","46","0","","","Mackay 1972, xcii."
"552","2403","47","25973","","","Rose, Phillipps MSS, 259-73."
"553","2404","48","3035","3315","","VDG V, no. 3315."
"554","2406","49","418","","","Powitz and Buck 1974, 4-18."
"555","2410","12","201","","","Lendinara 2007, 201."
"561","2411","52","11","4871","","Paris, Cat. Codd. ... Reg., no. 4871."
"50","2418","8","2122","67","","Bischoff, Kat., no. 67."
"570","2418","58","45","","","Kendall and Wallis 2010, 45."
"571","2419","58","45","","","Kendall and Wallis 2010, 45."
"572","2420","58","45","","","Kendall and Wallis 2010, 45."
"575","2422","58","46","","","Kendall and Wallis 2010, 46."
"576","2423","58","46","","","Kendall and Wallis 2010, 46."
"578","2425","8","","1279","","Bischoff, Kat., no. 1279."
"579","2425","58","47","","","Kendall and Wallis 2010, 47."
"580","2427","8","","2226","","Bischoff, Kat., no. 2226."
"581","2428","58","55","","","Kendall and Wallis 2010, 55."
"583","2429","58","55","","","Kendall and Wallis 2010, 55."
"585","2430","58","53","","","Kendall and Wallis 2010, 53."
"586","2431","","","","","."
"587","2434","61","40110","","","Wunderle, Kat. Gotha, 401-10."
