id,work,text_type,excluded?,repo_id,shelfmark,notes,citation,support,length,numbered_by,,,blank,binding,fragment?,,,dating,cent_begin,cent_end,year_begin,year_end,origin_country,origin_place,provenance,intials,timestamp,,,lk_entry,sm_alpha_part,sm_num_part,sm_suffix,sm_joined,lk_pages,references,locale_opinions
1162,Hist.eccl.,,,25,Phillipps 1873 (Rose 133),,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Phillipps 1873 (Rose 133)",parchment,114,,1,30,,,,910,28,s. ix (3/3),9,9,867,900,France,E (?) France,"Trier, St. Maximin",,7/21/2012 9:58:18,1,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Phillipps 1873 (Rose 133) (s. ix3/3, E (?) France).",Phillipps,1873,(Rose 133),Phillipps 1873 (Rose 133),94,"Bischoff, Kat., no. 440.","France; E (?) France; Trier, St. Maximin; Trier"
1163,Hist.eccl.,,,26,49,,"Bern, Burgerbibliothek, 49",,fols. 1-258v,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 12:10:49,1,0,"Bern, Burgerbibliothek, 49 (s. xi).",,49,,49,94,"Bischoff, Kat., no. 495.",Fleury
1164,Hist.eccl.exc.,exc.,,26,363,,"Bern, Burgerbibliothek, 363",,fols. 188v-194,,,,,,,910,30,s. ix-x,9,10,876,925,,,,,7/20/2012 12:10:49,1,0,"Bern, Burgerbibliothek, 363 (s. ix-x).",,363,,363,94,,N. Italian
1165,Hist.eccl.,,True,30,131,"Excluded by Mynors, p. lxx, n. 3.  Manuscript not found in published catalogue.","Bologna, Biblioteca comunale dell’ Archiginnasio, 131",,,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,1,0,"Bologna, Biblioteca comunale dell’ Archiginnasio, 131 ().",,131,,131,95,,
1166,Hist.eccl.,,,32,103,,"Boulogne-sur-mer, Bibliothèque municipale, 103",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 12:10:49,1,0,"Boulogne-sur-mer, Bibliothèque municipale, 103 (s. xi).",,103,,103,95,,St Bertin
1167,Hist.eccl.exc.,exc.,,33,97,once complete?,"Bourges, Bibliothèque municipale, 97",,fols. 186-188v,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 12:10:49,1,0,"Bourges, Bibliothèque municipale, 97 (s. xiii).",,97,,97,95,,Chapter library
1168,Hist.eccl.,,,40,R 185,,"Wrocław, Bibliotheka Uniwersytecka, R 185",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 14:13:30,1,0,"Wrocław, Bibliotheka Uniwersytecka, R 185 (s. xv).",R,185,,R 185,95,,
1169,Hist.eccl.,,,35,II 2295 (VDG 1353),,"Brussels, Bibliothèque royale de Belgique, II 2295 (VDG 1353)",parchment,168,folios,,,,,,9,19,s. ix,9,9,801,900,Belgium,Stavelot,,,7/21/2012 9:58:50,1,0,"Brussels, Bibliothèque royale de Belgique, II 2295 (VDG 1353) (s. ix, Stavelot).",II,2295,(VDG 1353),II 2295 (VDG 1353),95,"Bischoff, Kat., no. 752.",Belgium; Stavelot; Stavelot
1170,Hist.eccl.,,,35,8245-57,,"Brussels, Bibliothèque royale de Belgique, 8245-57",,fols. 2-87,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/24/2012 14:23:36,1,0,"Brussels, Bibliothèque royale de Belgique, 8245-57 (s. xv).",,824557,,8245-57,95,,Turnhout
1172,Hist.eccl.,,,42,Kk. 5. 16,,"Cambridge, University Library, Kk. 5. 16",,,,,,,,,8,11,s. viii (2/4),8,8,737,737,,,,,7/20/2012 14:35:03,1,0,"Cambridge, University Library, Kk. 5. 16 (s. viii2/4).",Kk. 5.,16,,Kk. 5. 16,95,"Bischoff, Kat., no. 845a.",Northumbria
1173,Hist.eccl.,,,43,264,,"Cambridge, Corpus Christi College, 264",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 12:10:49,1,0,"Cambridge, Corpus Christi College, 264 (s. xiv).",,264,,264,95,,Norwich
1174,Hist.eccl.,,,43,359,,"Cambridge, Corpus Christi College, 359",,fols. 1-70,,,,,,,14,82,s. xiv (1),14,14,1301,1350,,,,,7/20/2012 12:10:49,2,0,"Cambridge, Corpus Christi College, 359 (s. xiv1).",,359,,359,"95, 140",,
1175,Hist.eccl.,,,44,I. 1. 3,,"Cambridge, Emmanuel College, I. 1. 3",,,,,,,,,15,101,s. xv (ex),15,15,1481,1481,,,,,7/20/2012 14:35:03,1,0,"Cambridge, Emmanuel College, I. 1. 3 (s. xvex).",I. 1.,3,,I. 1. 3,95,,
1176,Hist.eccl.,,,45,McClean 109,,"Cambridge, Fitzwilliam Museum, McClean 109",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 14:03,1,0,"Cambridge, Fitzwilliam Museum, McClean 109 (s. xv).",McClean,109,,McClean 109,95,,Lincoln
1177,Hist.eccl.,,,46,82,,"Cambridge, Pembroke College, 82",,,,,,,,,12,55,s. xii,12,12,1101,1200,UK (England),Tynemouth,,,7/20/2012 12:10:49,2,0,"Cambridge, Pembroke College, 82 (s. xii, Tynemouth).",,82,,82,"95, 112",,UK (England); Tynemouth; Tynemouth; Tynemouth
1178,Hist.eccl.,,,47,B. 5 (27),,"Cambridge, St John’s College, B. 5 (27)",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:35:03,1,0,"Cambridge, St John’s College, B. 5 (27) (s. xiv).",B. 5,-27,,B. 5 (27),95,,Pleshey
1179,Hist.eccl.,,,47,S. 6,,"Cambridge, St John’s College, S. 6",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 14:13:17,1,0,"Cambridge, St John’s College, S. 6 (s. xv).",S.,6,,S. 6,95,,
1180,Hist.eccl.,,,48,30 (olim ∆. 2. 8),,"Cambridge, Sidney Sussex College, 30 (olim ∆. 2. 8)",,,,,,,,,1415,90,s. xiv-xv,14,15,1376,1425,,,,,7/25/2012 13:18:47,1,0,"Cambridge, Sidney Sussex College, 30 (olim ∆. 2. 8) (s. xiv-xv).",,30,(olim ∆. 2. 8),30 (olim ∆. 2. 8),95,,
1181,Hist.eccl.,,,48,102 (olim ∆. 5. 17),,"Cambridge, Sidney Sussex College, 102 (olim ∆. 5. 17)",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/25/2012 12:26:51,1,0,"Cambridge, Sidney Sussex College, 102 (olim ∆. 5. 17) (s. xv).",,102,(olim ∆. 5. 17),102 (olim ∆. 5. 17),95,,Bury St Edmunds
1182,Hist.eccl.,,,49,R. 5. 22,,"Cambridge, Trinity College, R. 5. 22",,fols. 1-44,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:35:03,1,0,"Cambridge, Trinity College, R. 5. 22 (s. xiv).",R. 5.,22,,R. 5. 22,96,,Salisbury
1183,Hist.eccl.,,,49,R. 5. 27,,"Cambridge, Trinity College, R. 5. 27",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:35:03,1,0,"Cambridge, Trinity College, R. 5. 27 (s. xii).",R. 5.,27,,R. 5. 27,96,,
1184,Hist.eccl.,,,49,R. 7. 3,,"Cambridge, Trinity College, R. 7. 3",,,,,,,,,14,82,s. xiv (1),14,14,1301,1350,,,,,7/20/2012 14:35:03,1,0,"Cambridge, Trinity College, R. 7. 3 (s. xiv1).",R. 7.,3,,R. 7. 3,96,,
1185,Hist.eccl.,,,49,R. 7. 5,,"Cambridge, Trinity College, R. 7. 5",,,,,,,,,1011,42,s. x-xi,10,11,976,1025,,,,,7/20/2012 14:35:03,1,0,"Cambridge, Trinity College, R. 7. 5 (s. x-xi).",R. 7.,5,,R. 7. 5,96,,
1186,Hist.eccl.,,True,37,21,,"Chartres, Bibliothèque municipale, 21",,fols. 1-6v; 109-111,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 12:10:49,1,0,"Chartres, Bibliothèque municipale, 21 (s. ix).",,21,,21,96,,St Père
1187,Hist.eccl.,,True,37,80,,"Chartres, Bibliothèque municipale, 80",,fols. 51-52v,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 12:10:49,2,0,"Chartres, Bibliothèque municipale, 80 (s. ix).",,80,,80,"96, 140","Bischoff, Kat., no. 886.",St Père; St Père
1188,Hist.eccl.,,,28,Ricketts 177,,"Bloomington, IN, Lilly Library, Ricketts 177",,,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 13:58:54,1,0,"Bloomington, IN, Lilly Library, Ricketts 177 (s. ix).",Ricketts,177,,Ricketts 177,96,"Bischoff, Kat., no. 647.",probably English
1189,Hist.eccl.,,,50,574,,"Dijon, Bibliothèque municipale, 574",,fols. 2-114,,,,,,,12,,,,,,,,,,,7/20/2012 12:10:49,,0,"Dijon, Bibliothèque municipale, 574 ().",,574,,574,,,
1190,Hist.eccl.,,,51,335,,"Douai, Bibliothèque municipale, 335",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Douai, Bibliothèque municipale, 335 (s. xii).",,335,,335,96,,Anchin
1191,Hist.eccl.,,True,52,J 44,,"Dresden, Sächsische Landesbibliothek — Staats- und Universitätsbibliothek, J 44",,fols. 1-109v,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:13:18,1,0,"Dresden, Sächsische Landesbibliothek — Staats- und Universitätsbibliothek, J 44 (s. xiii).",J,44,,J 44,96,,Altzelle
1192,Hist.eccl.,,,52,J 45,,"Dresden, Sächsische Landesbibliothek — Staats- und Universitätsbibliothek, J 45",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:03:58,1,0,"Dresden, Sächsische Landesbibliothek — Staats- und Universitätsbibliothek, J 45 (s. xii).",J,45,,J 45,96,,Pegau
1193,Hist.eccl.,,,53,E. 2. 23,,"Dublin, Trinity College, E. 2. 23",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:35:03,1,0,"Dublin, Trinity College, E. 2. 23 (s. xii).",E. 2.,23,,E. 2. 23,96,,
1194,Hist.eccl.,,,54,B. ii. 35,,"Durham, Cathedral Library, B. ii. 35",parchment,,folios,,,,,,11,55,s. xii,12,12,1101,1200,UK (England),Durham,,,7/20/2012 14:35:03,2,0,"Durham, Cathedral Library, B. ii. 35 (s. xii, Durham).",B. ii.,35,,B. ii. 35,"96, 112",,UK (England); Durham; Durham; Durham
1195,Hist.eccl.,,,55,Advocates 18. 5. 1,,"Edinburgh, National Library of Scotland, Advocates 18. 5. 1",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/25/2012 14:07:45,1,0,"Edinburgh, National Library of Scotland, Advocates 18. 5. 1 (s. xiv).",Advocates 18. 5.,1,,Advocates 18. 5. 1,96,,Exeter Cathedral (cat. of 1506)
1196,Hist.eccl.,,,121,2671 C7,,"Florence, Biblioteca Nazionale Centrale, 2671 C7",,,,,,,,,,,,,,,,,,,,7/20/2012 14:13:19,1,0,"Florence, Biblioteca Nazionale Centrale, 2671 C7 ().",,2671,C7,2671 C7,96,,Florence
1197,Hist.eccl.,epit.,,56,Ashburnham 991,,"Florence, Biblioteca Medicea Laurenziana, Ashburnham 991",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:13:19,1,0,"Florence, Biblioteca Medicea Laurenziana, Ashburnham 991 (s. xiv).",Ashburnham,991,,Ashburnham 991,96,,
1198,Hist.eccl.,,,2,Hunt. T. 4. 3,,"Glasgow, University Library, Hunt. T. 4. 3",,,,,,,,,16,103,s. xvi,16,16,1515,1515,,,,,7/25/2012 14:07:45,1,0,"Glasgow, University Library, Hunt. T. 4. 3 (s. xvi).",Hunt. T. 4.,3,,Hunt. T. 4. 3,96,,
1199,Hist.eccl.,,,57,Memb. I 63,,"Gotha, Forschungsbibliothek, Memb. I 63",parchment,160,,,,,,,12,54,s. xi-xii,11,12,1076,1125,France,"Metz, St. Vicent’s",,,7/26/2012 16:19:10,2,0,"Gotha, Forschungsbibliothek, Memb. I 63 (s. xi-xii, Metz, St. Vicent’s).",Memb. I,63,,Memb. I 63,"96, 109","Schipke 1972, 38-39.","France; Metz, St. Vicent’s; St Vincent"
1200,Hist.eccl.,,,58,145,,"Heiligenkreuz, Stiftsbibliothek, 145",,fols. 1-141v,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Heiligenkreuz, Stiftsbibliothek, 145 (s. xii).",,145,,145,96,,
1201,Hist.eccl.,,,59,P. 5. 1,,"Hereford, Cathedral Library, P. 5. 1",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:35:03,1,0,"Hereford, Cathedral Library, P. 5. 1 (s. xii).",P. 5.,1,,P. 5. 1,97,,Brecon
1202,Hist.eccl.,,,60,4° Ms. Theol. 2,,"Kassel, Landes- und Murhardsche Bibliothek, 4° Ms. Theol. 2",,,,,,,,,8,7,s. viii ,8,8,701,800,UK (England),"England, prov. Fulda?",,,7/21/2012 9:59:41,1,0,"Kassel, Landes- und Murhardsche Bibliothek, 4° Ms. Theol. 2 (s. viii , England, prov. Fulda?).",4° Ms. Theol.,2,,4° Ms. Theol. 2,97,Van Els 1972.,"UK (England); England, prov. Fulda?; Fulda"
1203,Hist.eccl.,,True,61,685,"Contrary to both Laistner-King and Mynors, this MS does not contain the HE. The false reference resulted from Laistner and King’s misreading of an edition of a medieval catalogue.  The Klosterneuburg copy of the HE is lost, but based on the contents of the MS listed in the same medieval catalougue, it probably resembled the St. Florian MS.","Klosterneuburg, Stiftsbibliothek, 685",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,3,0,"Klosterneuburg, Stiftsbibliothek, 685 (s. xii).",,685,,685,"97, 141, 145",,
1204,Hist.eccl.,,,62,Rep. I 58a,,"Leipzig, Universitätsbibliothek, Rep. I 58",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/25/2012 14:09:07,1,0,"Leipzig, Universitätsbibliothek, Rep. I 58 (s. xii).",Rep. I,58,,Rep. I 58,97,,
1205,Hist.eccl.,,,64,Q. v. I. 18,,"St. Petersburg, National Library of Russia, Q. v. I. 18",,,,,,,,,8,11,s. viii2/4,8,8,746,746,,,,,7/25/2012 14:07:45,1,0,"St. Petersburg, National Library of Russia, Q. v. I. 18 (s. viii2/4).",Q. v. I.,18,,Q. v. I. 18,97,,Monkwearmouth-Jarrow?
1206,Hist.eccl.,,,63,Voss. lat. Q. 57,,"Leiden, Bibliotheek der Rijksuniversiteit, Voss. lat. Q. 57",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/25/2012 14:07:45,2,0,"Leiden, Bibliotheek der Rijksuniversiteit, Voss. lat. Q. 57 (s. xv).",Voss. lat. Q.,57,,Voss. lat. Q. 57,"97, 141",,
1207,Hist.eccl.,,,10,Add. 10949,,"London, British Library, Add. 10949",,,,,,,,,15,94,s. xv1,15,15,1401,1450,,,,,7/20/2012 14:13:20,1,0,"London, British Library, Add. 10949 (s. xv1).",Add.,10949,,Add. 10949,97,,
1208,Hist.eccl.,,,10,Add. 14250,,"London, British Library, Add. 14250",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:13:20,1,0,"London, British Library, Add. 14250 (s. xii).",Add.,14250,,Add. 14250,97,,Plympton
1209,Hist.eccl.,,,10,Add. 18150,,"London, British Library, Add. 18150",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 14:13:21,1,0,"London, British Library, Add. 18150 (s. xi).",Add.,18150,,Add. 18150,97,,St Georgenberg
1210,Hist.eccl.,,,10,Add. 25014,,"London, British Library, Add. 25014",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:07,1,0,"London, British Library, Add. 25014 (s. xii).",Add.,25014,,Add. 25014,97,,
1211,Hist.eccl.,,,10,Add. 33371,,"London, British Library, Add. 33371",,,,,,,,,13,66,s. xii-xiii,12,13,1176,1225,,,,,7/20/2012 14:07,1,0,"London, British Library, Add. 33371 (s. xii-xiii).",Add.,33371,,Add. 33371,97,,
1212,Hist.eccl.,,,10,Add. 38130,,"London, British Library, Add. 38130",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:07:16,1,0,"London, British Library, Add. 38130 (s. xii).",Add.,38130,,Add. 38130,97,,English
1213,Hist.eccl.,,,10,Add. 38817,,"London, British Library, Add. 38817",,,,,,,,,12,,,,,,,,,,,7/20/2012 14:13:21,,0,"London, British Library, Add. 38817 ().",Add.,38817,,Add. 38817,,,
1215,Hist.eccl.,,,10,Burney 297,,"London, British Library, Burney 297",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:13:21,1,0,"London, British Library, Burney 297 (s. xiii).",Burney,297,,Burney 297,97,,
1216,Hist.eccl.,,,10,Burney 310,,"London, British Library, Burney 310",,,,,,,,,14,89,s. xivex,14,14,1376,1400,UK (England),Durham,,,7/20/2012 14:07:20,2,0,"London, British Library, Burney 310 (s. xivex, Durham).",Burney,310,,Burney 310,"97, 112",,UK (England); Durham; Durham; Durham
1217,Hist.eccl.,,,10,Cotton Tiberius A. xiv,,"London, British Library, Cotton Tiberius A. 0",,,,,,,,,9,22,s. ix1,9,9,801,850,,,,,7/25/2012 14:09:07,1,0,"London, British Library, Cotton Tiberius A. 0 (s. ix1).",Cotton Tiberius A.,0,,Cotton Tiberius A. 0,97,,English
1218,Hist.eccl.,,,10,Cotton Tiberius C. ii,,"London, British Library, Cotton Tiberius C. 0",,,,,,,,,8,17,s. viiiex,8,8,776,800,,,,,7/25/2012 14:09:07,1,0,"London, British Library, Cotton Tiberius C. 0 (s. viiiex).",Cotton Tiberius C.,0,,Cotton Tiberius C. 0,97,,English
1219,Hist.eccl.,,,10,Harley 3680,,"London, British Library, Harley 3680",,fols. 1-173,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:13:21,1,0,"London, British Library, Harley 3680 (s. xii).",Harley,3680,,Harley 3680,98,,Rochester
1220,Hist.eccl.,,,10,Harley 4124,,"London, British Library, Harley 4124",,,,,,,,,12,55,s. xii,12,12,1101,1200,UK (England),Worksop,,,7/20/2012 14:13:21,2,0,"London, British Library, Harley 4124 (s. xii, Worksop).",Harley,4124,,Harley 4124,"98, 112",,UK (England); Worksop; Worksop
1221,Hist.eccl.,,,10,Harley 4978,,"London, British Library, Harley 4978",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 14:13:21,1,0,"London, British Library, Harley 4978 (s. x).",Harley,4978,,Harley 4978,98,"Bischoff, Kat., no. 2483.",French
1222,Hist.eccl.,,,10,Royal 13. B. xviii,,"London, British Library, Royal 13. B. xviii",,fols. 4v-101,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/24/2012 18:56:19,1,0,"London, British Library, Royal 13. B. xviii (s. xiv).",Royal,13,B. xviii ,Royal 13. B. xviii,98,,
1223,Hist.eccl.,,,10,Royal 13. C. v,,"London, British Library, Royal 13. C. v",,,,,,,,,11,53,s. xiex,11,11,1076,1100,,,,,7/24/2012 18:56:41,1,0,"London, British Library, Royal 13. C. v (s. xiex).",Royal,13,C. v ,Royal 13. C. v,98,,Gloucester
1224,Hist.eccl.,,,10,Royal 13. C. vii,,"London, British Library, Royal 13. C. vii",,fols. 19-67,,,,,,,14,89,s. xivex,14,14,1376,1400,,,,,7/24/2012 18:57:13,1,0,"London, British Library, Royal 13. C. vii (s. xivex).",Royal,13,C. vii ,Royal 13. C. vii,98,,"Carmelites, London"
1225,Hist.eccl.,,,10,Stowe 104,,"London, British Library, Stowe 104",,,,,,,,,12,63,s. xii2,12,12,1151,1200,,,,,7/20/2012 14:13:21,1,0,"London, British Library, Stowe 104 (s. xii2).",Stowe,104,,Stowe 104,98,,
1226,Hist.eccl.,,,65,Arundel 16,,"London, College of Arms, Arundel 16",,fols. 1-45v,,,,,,,13,75,s. xiii2,13,13,1251,1300,,,,,7/20/2012 14:07:58,1,0,"London, College of Arms, Arundel 16 (s. xiii2).",Arundel,16,,Arundel 16,98,,
1227,Hist.eccl.,,,66,M 826,,"New York, Morgan Library and Museum, M 826",,,,,,,,,8,7,s. viii ,8,8,701,800,,,,,7/20/2012 14:26:52,1,0,"New York, Morgan Library and Museum, M 826 (s. viii ).",M,826,,M 826,98,,English
1228,Hist.eccl.,exc.,,82,2 C 2,Just i.27 (Lib. resp.) and Cuthbert’s letter?  See Archiv VI (1881): 344.,"Madrid, Real Biblioteca, 2 C 2",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:35:03,1,0,"Madrid, Real Biblioteca, 2 C 2 (s. xiv).",,2,C 2,2 C 2,98,"Bischoff, Kat., no. 2669.",
1229,Hist.eccl.,,,83,182,,"Manchester, John Rylands University Library, 182",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Manchester, John Rylands University Library, 182 (s. xii).",,182,,182,98,,Gladbach
1230,Hist.eccl.,,,84,C 72 inf.,,"Milan, Biblioteca Ambrosiana, C 72 inf.",,,,,,,,,11,53,s. xiex,11,11,1076,1100,,,,,7/24/2012 17:23:42,1,0,"Milan, Biblioteca Ambrosiana, C 72 inf. (s. xiex).",C,72,inf.,C 72 inf.,98,,St. Martin’s Massay (dioc. Bourges)
1231,Hist.eccl.,,,86,177,,"Monte Cassino, Archivio della badia, 177",,,,,,,,,12,58,s. xii1,12,12,1101,1150,,,,,7/20/2012 12:10:49,1,0,"Monte Cassino, Archivio della badia, 177 (s. xii1).",,177,,177,98,,
1232,Hist.eccl.,,,86,181,,"Monte Cassino, Archivio della badia, 181",,,,,,,,,11,46,s. xi1,11,11,1001,1050,,,,,7/20/2012 12:10:49,1,0,"Monte Cassino, Archivio della badia, 181 (s. xi1).",,181,,181,98,,
1233,Hist.eccl.,,,85,92,,"Montpellier, Bibliothèque de la Faculté de Médecine, 92",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Montpellier, Bibliothèque de la Faculté de Médecine, 92 (s. xii).",,92,,92,98,,
1234,Hist.eccl.,,False,4,21245,,"Aberystwyth, National Library of Wales, 21245",parchment,,folios,2,,,,,13,75,s. xiii2,13,13,1251,1300,UK (England),England,,,7/20/2012 12:10:49,1,0,"Aberystwyth, National Library of Wales, 21245 (s. xiii2, England).",,21245,,21245,98,,UK (England); England
1235,Hist.eccl.,,,67,Clm 118,,"Munich, Bayerische Staatsbibliothek, Clm 118",,,,,,,,,16,103,s. xvi,16,16,1549,1549,,,,,7/20/2012 14:13:23,1,0,"Munich, Bayerische Staatsbibliothek, Clm 118 (s. xvi).",Clm,118,,Clm 118,98,,Florence
1236,Hist.eccl.,,,67,Clm 1207,,"Munich, Bayerische Staatsbibliothek, Clm 1207",,,,,,,,,15,101,s. xvex,15,15,1479,1479,,,,,7/20/2012 14:09:02,1,0,"Munich, Bayerische Staatsbibliothek, Clm 1207 (s. xvex).",Clm,1207,,Clm 1207,99,,Tegernsee
1237,Hist.eccl.,,,68,Fonds de la ville 11,,"Namur, Bibliothèque de la Société archéologique, Fonds de la ville 11",,fols. 1-60v,,,,,,,89,18,s. viii-ix,8,9,776,825,,,,,7/25/2012 14:09:07,1,0,"Namur, Bibliothèque de la Société archéologique, Fonds de la ville 11 (s. viii-ix).",Fonds de la ville,11,,Fonds de la ville 11,99,"Bischoff, Kat., no. 3560.",St Hubert in the Ardennes
1238,Hist.eccl.,,,69,VIII C 10,,"Naples, Biblioteca Nazionale Vittorio Emanuele III, VIII C 10",,,,,,,,,,,,,,,,,,,,7/20/2012 14:35:03,1,0,"Naples, Biblioteca Nazionale Vittorio Emanuele III, VIII C 10 ().",VIII C,10,,VIII C 10,99,,
1239,Hist.eccl.,,,70,Barlow 39,,"Oxford, Bodleian Library, Barlow 39",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:13:24,1,0,"Oxford, Bodleian Library, Barlow 39 (s. xiii).",Barlow,39,,Barlow 39,99,,
1240,Hist.eccl.,,,70,Bodley 163,,"Oxford, Bodleian Library, Bodley 163",parchment,,,,,,,,12,46,s. xi1,11,11,1001,1050,UK (England),prov. Peterborough,Peterborough Abbey,,7/20/2012 14:13:24,1,0,"Oxford, Bodleian Library, Bodley 163 (s. xi1, prov. Peterborough).",Bodley,163,,Bodley 163,99,"Gneuss, Handlist. | Ker, CMCAS. | SC.",UK (England); prov. Peterborough; Peterborough Abbey; Peterborough
1241,Hist.eccl.,,,70,Bodley 302,,"Oxford, Bodleian Library, Bodley 302",,fols. 72-137,,,,,,,1415,79,s. xiv,14,15,1301,1500,,,,,7/20/2012 14:13:24,1,0,"Oxford, Bodleian Library, Bodley 302 (s. xiv).",Bodley,302,,Bodley 302,99,,English
1242,Hist.eccl.,,,70,Bodley 712,,"Oxford, Bodleian Library, Bodley 712",,fols. 1-88v,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:11:17,1,0,"Oxford, Bodleian Library, Bodley 712 (s. xiv).",Bodley,712,,Bodley 712,99,,English
1243,Hist.eccl.,,,70,Digby 101,,"Oxford, Bodleian Library, Digby 101",,fols. 1-105,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:11:24,1,0,"Oxford, Bodleian Library, Digby 101 (s. xiv).",Digby,101,,Digby 101,99,,
1244,Hist.eccl.,,,70,Digby 211,,"Oxford, Bodleian Library, Digby 211",,fols. 1-108,,,,,,,12,63,s. xii2,12,12,1151,1200,,,,,7/20/2012 14:13:24,1,0,"Oxford, Bodleian Library, Digby 211 (s. xii2).",Digby,211,,Digby 211,99,,Waltham
1245,Hist.eccl.,,,70,Douce 368,,"Oxford, Bodleian Library, Douce 368",,fols. 1-78v,,,,,,,12,63,s. xii2,12,12,1151,1200,,,,,7/20/2012 14:11:27,1,0,"Oxford, Bodleian Library, Douce 368 (s. xii2).",Douce,368,,Douce 368,99,,Winchcombe
1246,Hist.eccl.,,,70,e Museo 115 (with e Mus. 93),,"Oxford, Bodleian Library, e Museo 115 (with e Mus. 93)",,,,,,,,,1213,55,s. xii,12,13,1101,1300,,,,,7/24/2012 18:51:26,1,0,"Oxford, Bodleian Library, e Museo 115 (with e Mus. 93) (s. xii).",e Museo,115,(with e Mus. 93),e Museo 115 (with e Mus. 93),99,,
1247,Hist.eccl.,,,70,Fairfax 12,,"Oxford, Bodleian Library, Fairfax 12",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:13:24,1,0,"Oxford, Bodleian Library, Fairfax 12 (s. xii).",Fairfax,12,,Fairfax 12,99,,Selby
1248,Hist.eccl.,,,70,Hatton 43,,"Oxford, Bodleian Library, Hatton 43",,,,,,,,,11,46,s. xi1,11,11,1001,1050,,,,,7/20/2012 14:13:24,1,0,"Oxford, Bodleian Library, Hatton 43 (s. xi1).",Hatton,43,,Hatton 43,99,,
1249,Hist.eccl.,,,70,Laud misc. 243,,"Oxford, Bodleian Library, Laud misc. 243",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:35:03,1,0,"Oxford, Bodleian Library, Laud misc. 243 (s. xii).",Laud misc.,243,,Laud misc. 243,99,,
1250,Hist.eccl.,,,70,Rawlinson B 189,,"Oxford, Bodleian Library, Rawlinson B 189",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 14:35:03,1,0,"Oxford, Bodleian Library, Rawlinson B 189 (s. xv).",Rawlinson B,189,,Rawlinson B 189,99,,Hatfield
